config,source_row,statement_raw,statement_processed,evidence_raw,evidence_processed,model_text
P5_lower_lexical,0,"Phó Thủ tướng Trần Hồng Hà thay mặt Chính phủ, Thủ tướng Chính phủ chúc mừng Đài Truyền hình Việt Nam, Đài truyền hình các tỉnh, thành phố trên cả nước, các đơn vị sản xuất truyền hình và TP. Hải Phòng sau 2 năm gián đoạn do đại dịch COVID-19 đã tổ chức rất thành công sự kiện quan trọng này.","phó thủ_tướng trần hồng_hà thay_mặt chính_phủ , thủ_tướng chính_phủ chúc_mừng đài_truyền_hình việt_nam , đài_truyền_hình các tỉnh , thành_phố trên cả nước , các đơn_vị sản_xuất truyền_hình và tp . hải_phòng sau 2 năm gián_đoạn do đại_dịch covid-19 đã tổ_chức rất thành_công sự_kiện quan_trọng này .","Thay mặt Chính phủ, Thủ tướng Chính phủ, Phó Thủ tướng Trần Hồng Hà chúc mừng Đài Truyền hình Việt Nam, Đài truyền hình các tỉnh, thành phố trên cả nước, các đơn vị sản xuất truyền hình và TP. Hải Phòng đã tổ chức rất thành công sự kiện quan trọng này sau 2 năm gián đoạn do đại dịch COVID-19.","thay_mặt chính_phủ , thủ_tướng chính_phủ , phó thủ_tướng trần hồng_hà chúc_mừng đài_truyền_hình việt_nam , đài_truyền_hình các tỉnh , thành_phố trên cả nước , các đơn_vị sản_xuất truyền_hình và tp . hải_phòng đã tổ_chức rất thành_công sự_kiện quan_trọng này sau 2 năm gián_đoạn do đại_dịch covid-19 .","phó thủ_tướng trần hồng_hà thay_mặt chính_phủ , thủ_tướng chính_phủ chúc_mừng đài_truyền_hình việt_nam , đài_truyền_hình các tỉnh , thành_phố trên cả nước , các đơn_vị sản_xuất truyền_hình và tp . hải_phòng sau 2 năm gián_đoạn do đại_dịch covid-19 đã tổ_chức rất thành_công sự_kiện quan_trọng này . thay_mặt chính_phủ , thủ_tướng chính_phủ , phó thủ_tướng trần hồng_hà chúc_mừng đài_truyền_hình việt_nam , đài_truyền_hình các tỉnh , thành_phố trên cả nước , các đơn_vị sản_xuất truyền_hình và tp . hải_phòng đã tổ_chức rất thành_công sự_kiện quan_trọng này sau 2 năm gián_đoạn do đại_dịch covid-19 ."
P5_lower_lexical,1,"Hành vi của Tô Văn Hải là cho phép người khác đổ chất thải rắn ra môi trường vàchôn, lấp chất thải trái phép.","hành_vi của tô văn_hải là cho_phép người khác đổ chất_thải rắn ra môi_trường vàchôn , lấp chất_thải trái_phép .","Tô Văn Hải đã có hành vi cho phép người khác đổ, thải chất thải rắn thông thường ra môi trường Giáo). Sau đó, Hải tiến hành chôn, lấp tổng khối lượng 642.070 kg chất thải mà không được cơ quan nhà nước có thẩm quyền cho phép.","tô văn_hải đã có hành_vi cho_phép người khác đổ , thải chất_thải rắn thông_thường ra môi_trường_giáo ) . sau đó , hải_tiến_hành chôn , lấp tổng khối_lượng 642.070 kg chất_thải mà không được cơ_quan nhà_nước có thẩm_quyền cho_phép .","hành_vi của tô văn_hải là cho_phép người khác đổ chất_thải rắn ra môi_trường vàchôn , lấp chất_thải trái_phép . tô văn_hải đã có hành_vi cho_phép người khác đổ , thải chất_thải rắn thông_thường ra môi_trường_giáo ) . sau đó , hải_tiến_hành chôn , lấp tổng khối_lượng 642.070 kg chất_thải mà không được cơ_quan nhà_nước có thẩm_quyền cho_phép ."
P5_lower_lexical,2,"SAWACO thông báo tạm ngưng cung cấp nước để thực hiện công tác bảo trì, bảo dưỡng định kỳ Nhà máy nước Tân Hiệp, thời gian thực hiện dự kiến từ 12 giờ ngày 25-3 (thứ bảy) đến 4 giờ ngày 26-3 (chủ nhật).","sawaco thông_báo tạm ngưng cung_cấp nước để thực_hiện công_tác bảo_trì , bảo_dưỡng định_kỳ nhà_máy nước tân_hiệp , thời_gian thực_hiện dự_kiến từ 12 giờ ngày 25-3 ( thứ_bảy ) đến 4 giờ ngày 26-3 ( chủ_nhật ) .",SAWACO thông báo tạm ngưng cung cấp nước để thực hiện công tác nêu trên. Thời gian thực hiện dự kiến từ 22 giờ ngày 25-3 (thứ bảy) đến 4 giờ ngày 26-3 (chủ nhật).,sawaco thông_báo tạm ngưng cung_cấp nước để thực_hiện công_tác nêu trên . thời_gian thực_hiện dự_kiến từ 22 giờ ngày 25-3 ( thứ_bảy ) đến 4 giờ ngày 26-3 ( chủ_nhật ) .,"sawaco thông_báo tạm ngưng cung_cấp nước để thực_hiện công_tác bảo_trì , bảo_dưỡng định_kỳ nhà_máy nước tân_hiệp , thời_gian thực_hiện dự_kiến từ 12 giờ ngày 25-3 ( thứ_bảy ) đến 4 giờ ngày 26-3 ( chủ_nhật ) . sawaco thông_báo tạm ngưng cung_cấp nước để thực_hiện công_tác nêu trên . thời_gian thực_hiện dự_kiến từ 22 giờ ngày 25-3 ( thứ_bảy ) đến 4 giờ ngày 26-3 ( chủ_nhật ) ."
P5_lower_lexical,3,"CLB luôn chuẩn bị rất kỹ lưỡng, chỉn chu chương trình lớn nhất trong năm, tuy nhiên vẫn gặp không ít thử thách chẳng hạn như NABC mùa 4 còn 10 ngày nữa là diễn ra nhưng quỹ nguyên góp không đủ, do đợt này đang trong mùa dịch nên kinh tế bị hạn chế.","clb luôn chuẩn_bị rất kỹ_lưỡng , chỉn chu_chương_trình lớn nhất trong năm , tuy_nhiên vẫn gặp không ít thử_thách chẳng_hạn như nabc mùa 4 còn 10 ngày nữa là diễn ra nhưng quỹ nguyên_góp không đủ , do đợt này đang trong mùa dịch nên kinh_tế bị hạn_chế .","Là chương trình lớn nhất của CLB trong năm nên mọi thứ được chuẩn bị rất kỹ lưỡng, chỉn chu và cũng không ít lần gặp thử thách NABC mùa 4 gây quỹ không đủ khi chỉ còn cách ngày diễn ra sự kiện là 10 ngày.","là chương_trình lớn nhất của clb trong năm nên mọi thứ được chuẩn_bị rất kỹ_lưỡng , chỉn_chu và cũng không ít lần gặp thử_thách nabc mùa 4 gây quỹ không đủ khi chỉ còn cách ngày diễn ra sự_kiện là 10 ngày .","clb luôn chuẩn_bị rất kỹ_lưỡng , chỉn chu_chương_trình lớn nhất trong năm , tuy_nhiên vẫn gặp không ít thử_thách chẳng_hạn như nabc mùa 4 còn 10 ngày nữa là diễn ra nhưng quỹ nguyên_góp không đủ , do đợt này đang trong mùa dịch nên kinh_tế bị hạn_chế . là chương_trình lớn nhất của clb trong năm nên mọi thứ được chuẩn_bị rất kỹ_lưỡng , chỉn_chu và cũng không ít lần gặp thử_thách nabc mùa 4 gây quỹ không đủ khi chỉ còn cách ngày diễn ra sự_kiện là 10 ngày ."
P5_lower_lexical,4,"ILA tiếp nhận và hỗ trợ học sinh miễn phí, Bé được tham gia kiểm tra trình độ đầu vào, điểm đầu vào từ 20 điểm được học, tư vấn xếp lớp rất nhanh chóng và nhiệt tình.","ila tiếp_nhận và hỗ_trợ học_sinh miễn_phí , bé được tham_gia kiểm_tra trình_độ đầu_vào , điểm đầu_vào từ 20 điểm được học , tư_vấn xếp lớp rất nhanh_chóng và nhiệt_tình .","Bé được tham gia kiểm tra trình độ đầu vào, tư vấn xếp lớp rất nhanh chóng và nhiệt tình ILA tiếp nhận và hỗ trợ học sinh miễn phí","bé được tham_gia kiểm_tra trình_độ đầu_vào , tư_vấn xếp lớp rất nhanh_chóng và nhiệt_tình ila tiếp_nhận và hỗ_trợ học_sinh miễn_phí","ila tiếp_nhận và hỗ_trợ học_sinh miễn_phí , bé được tham_gia kiểm_tra trình_độ đầu_vào , điểm đầu_vào từ 20 điểm được học , tư_vấn xếp lớp rất nhanh_chóng và nhiệt_tình . bé được tham_gia kiểm_tra trình_độ đầu_vào , tư_vấn xếp lớp rất nhanh_chóng và nhiệt_tình ila tiếp_nhận và hỗ_trợ học_sinh miễn_phí"
P5_lower_lexical,5,"Để cảm ơn khi ai đó dành cho ta một lời khen, mở cửa cho mình, hay giúp mình một việc gì đó thì câu nói đơn giản nhất là ""thank you"".","để cảm_ơn khi ai đó dành cho ta một lời khen , mở_cửa cho mình , hay giúp mình một việc gì đó thì câu nói đơn_giản nhất là "" thank you "" .","Để cảm ơn, câu nói đơn giản nhất là ""thank you"" khi ai đó dành cho ta một lời khen, mở cửa cho mình, hay giúp mình một việc gì đó.","để cảm_ơn , câu nói đơn_giản nhất là "" thank_you "" khi ai đó dành cho ta một lời khen , mở_cửa cho mình , hay giúp mình một việc gì đó .","để cảm_ơn khi ai đó dành cho ta một lời khen , mở_cửa cho mình , hay giúp mình một việc gì đó thì câu nói đơn_giản nhất là "" thank you "" . để cảm_ơn , câu nói đơn_giản nhất là "" thank_you "" khi ai đó dành cho ta một lời khen , mở_cửa cho mình , hay giúp mình một việc gì đó ."
P5_lower_lexical,6,Lý Hoàng Nam đã chơi tự tin để quân bình tỉ số 4-4 dù Siddharth đã sớm bẻ break để dẫn trước tới 4-1.,lý hoàng_nam đã chơi tự_tin để quân_bình tỉ_số 4-4 dù siddharth đã sớm bẻ_break để dẫn trước tới 4-1 .,Siddharth đã sớm bẻ break để dẫn trước tới 4-2. Nhưng Hoàng Nam đã chơi tự tin để làm điều tương tự và quân bình tỉ số 4-4.,siddharth đã sớm bẻ_break để dẫn trước tới 4-2 . nhưng hoàng_nam đã chơi tự_tin để làm điều tương_tự và quân_bình tỉ_số 4-4 .,lý hoàng_nam đã chơi tự_tin để quân_bình tỉ_số 4-4 dù siddharth đã sớm bẻ_break để dẫn trước tới 4-1 . siddharth đã sớm bẻ_break để dẫn trước tới 4-2 . nhưng hoàng_nam đã chơi tự_tin để làm điều tương_tự và quân_bình tỉ_số 4-4 .
P5_lower_lexical,7,Chủ tịch VFF Trần Quốc Tuấn chức mừng HLV Philippe Troussier tại buổi họp báo ngày 20/2.,chủ_tịch vff trần_quốc_tuấn chức mừng hlv philippe troussier tại buổi họp_báo ngày 20/2 .,Chủ tịch VFF Trần Quốc Tuấn chức mừng HLV Philippe Troussier,chủ_tịch vff trần_quốc_tuấn chức mừng hlv philippe troussier,chủ_tịch vff trần_quốc_tuấn chức mừng hlv philippe troussier tại buổi họp_báo ngày 20/2 . chủ_tịch vff trần_quốc_tuấn chức mừng hlv philippe troussier
P5_lower_lexical,8,"Không gian ""Văn hóa ẩm thực"" giới thiệu các món ăn truyền thống của Việt Nam.","không_gian "" văn_hóa ẩm_thực "" giới_thiệu các món ăn truyền_thống của việt_nam .","Không gian ""Văn hóa ẩm thực"": Giới thiệu những món ăn đặc trưng của các miền, các món ăn ngon của các nước bạn","không_gian "" văn_hóa ẩm_thực "" : giới_thiệu những món ăn đặc_trưng của các miền , các món ăn ngon của các nước bạn","không_gian "" văn_hóa ẩm_thực "" giới_thiệu các món ăn truyền_thống của việt_nam . không_gian "" văn_hóa ẩm_thực "" : giới_thiệu những món ăn đặc_trưng của các miền , các món ăn ngon của các nước bạn"
P5_lower_lexical,9,Trường tiểu học ở Việt Nam đã áp dụng phương pháp LTP trong việc tiếp cận mới về việc học của học sinh và phương pháp này đã được lồng ghép vào chương trình giảng dạy quốc gia như thế nào.,trường tiểu_học ở việt_nam đã áp_dụng phương_pháp ltp trong việc tiếp_cận mới về việc học của học_sinh và phương_pháp này đã được lồng_ghép vào chương_trình giảng_dạy quốc_gia như_thế_nào .,"Không chỉ là trò chơi và các hoạt động vui chơi, những hoạt động ""Học thông qua chơi"" (HTQC) là sự lĩnh hội một cách tiếp cận mới về việc học của học sinh bộ tài liệu gồm 2 quyển: Giáo viên có thể tải miễn phí bộ tài liệu về Học thông qua Chơi VVOB Bộ GD-ĐT thẩm định và thông qua bộ tài liệu này vào năm 2021","không_chỉ là trò_chơi và các hoạt_động vui_chơi , những hoạt_động "" học thông_qua chơi "" ( htqc ) là sự lĩnh_hội một_cách tiếp_cận mới về việc học của học_sinh bộ tài_liệu gồm 2 quyển : giáo_viên có_thể tải miễn_phí bộ tài_liệu về học thông_qua chơi vvob_bộ gd-đt thẩm_định và thông_qua bộ tài_liệu này vào năm 2021","trường tiểu_học ở việt_nam đã áp_dụng phương_pháp ltp trong việc tiếp_cận mới về việc học của học_sinh và phương_pháp này đã được lồng_ghép vào chương_trình giảng_dạy quốc_gia như_thế_nào . không_chỉ là trò_chơi và các hoạt_động vui_chơi , những hoạt_động "" học thông_qua chơi "" ( htqc ) là sự lĩnh_hội một_cách tiếp_cận mới về việc học của học_sinh bộ tài_liệu gồm 2 quyển : giáo_viên có_thể tải miễn_phí bộ tài_liệu về học thông_qua chơi vvob_bộ gd-đt thẩm_định và thông_qua bộ tài_liệu này vào năm 2021"
P5_lower_lexical,10,"Hành vi của hai nguyên phó chủ tịch Hà Nội và nhiều lãnh đạo, cán bộ sở ngành được cơ quan C02 đánh giá là ""có dấu hiệu sai phạm"", nhưng những người này bị ông Chung chi phối, chỉ đạo và áp đặt thực hiện nên C02 kết luận họ ""không vụ lợi, không có động cơ cá nhân khác và không biết hành vi nâng khống giá cây"".","hành_vi của hai nguyên phó chủ_tịch hà_nội và nhiều lãnh_đạo , cán_bộ sở ngành được cơ_quan c02 đánh_giá là "" có dấu_hiệu sai_phạm "" , nhưng những người này bị ông chung chi_phối , chỉ_đạo và áp_đặt thực_hiện nên c02 kết_luận họ "" không vụ_lợi , không có động_cơ cá_nhân khác và không biết hành_vi nâng khống giá cây "" .","C03 đánh giá hành vi của hai nguyên phó chủ tịch Hà Nội và nhiều lãnh đạo, cán bộ sở ngành trên là ""có dấu hiệu sai phạm"". Tuy nhiên, những người này bị ông Chung chi phối, chỉ đạo và áp đặt. C03 nhận định họ ""không vụ lợi, không có động cơ cá nhân khác và không biết hành vi nâng khống giá cây"".","c03 đánh_giá hành_vi của hai nguyên phó chủ_tịch hà_nội và nhiều lãnh_đạo , cán_bộ sở ngành trên là "" có dấu_hiệu sai_phạm "" . tuy_nhiên , những người này bị ông chung chi_phối , chỉ_đạo và áp_đặt . c03 nhận_định họ "" không vụ_lợi , không có động_cơ cá_nhân khác và không biết hành_vi nâng khống giá cây "" .","hành_vi của hai nguyên phó chủ_tịch hà_nội và nhiều lãnh_đạo , cán_bộ sở ngành được cơ_quan c02 đánh_giá là "" có dấu_hiệu sai_phạm "" , nhưng những người này bị ông chung chi_phối , chỉ_đạo và áp_đặt thực_hiện nên c02 kết_luận họ "" không vụ_lợi , không có động_cơ cá_nhân khác và không biết hành_vi nâng khống giá cây "" . c03 đánh_giá hành_vi của hai nguyên phó chủ_tịch hà_nội và nhiều lãnh_đạo , cán_bộ sở ngành trên là "" có dấu_hiệu sai_phạm "" . tuy_nhiên , những người này bị ông chung chi_phối , chỉ_đạo và áp_đặt . c03 nhận_định họ "" không vụ_lợi , không có động_cơ cá_nhân khác và không biết hành_vi nâng khống giá cây "" ."
P5_lower_lexical,11,"Dự báo nhu cầu điện sẽ tiếp tục tăng trong giai đoạn tới, lên cao nhất 27,3% vào năm 2025 và đến năm 2024 tăng lên khoảng 26%.","dự_báo nhu_cầu điện sẽ tiếp_tục tăng trong giai_đoạn tới , lên cao nhất 27,3 % vào năm 2025 và đến năm 2024 tăng lên khoảng 26 % .","Dự báo nhu cầu điện sẽ tiếp tục tăng trong giai đoạn tới, lên cao nhất 27,3% vào năm 2025.","dự_báo nhu_cầu điện sẽ tiếp_tục tăng trong giai_đoạn tới , lên cao nhất 27,3 % vào năm 2025 .","dự_báo nhu_cầu điện sẽ tiếp_tục tăng trong giai_đoạn tới , lên cao nhất 27,3 % vào năm 2025 và đến năm 2024 tăng lên khoảng 26 % . dự_báo nhu_cầu điện sẽ tiếp_tục tăng trong giai_đoạn tới , lên cao nhất 27,3 % vào năm 2025 ."
P5_lower_lexical,12,"Trường tiểu học Kim Giang tổ chức dã ngoại cho khối 3, 4, 5 nhân dịp ngày thành lập Đoàn Thanh niên Cộng sản Hồ Chí Minh.","trường tiểu_học kim_giang tổ_chức dã_ngoại cho khối 3 , 4 , 5 nhân_dịp ngày thành_lập đoàn thanh_niên cộng_sản_hồ chí_minh .","Trường tiểu học Kim Giang tổ chức dã ngoại cho khối 3, 4, 5.","trường tiểu_học kim_giang tổ_chức dã_ngoại cho khối 3 , 4 , 5 .","trường tiểu_học kim_giang tổ_chức dã_ngoại cho khối 3 , 4 , 5 nhân_dịp ngày thành_lập đoàn thanh_niên cộng_sản_hồ chí_minh . trường tiểu_học kim_giang tổ_chức dã_ngoại cho khối 3 , 4 , 5 ."
P5_lower_lexical,13,Bà Huệ đã bị kỷ luật khiển trách vào tháng 6 năm 2020.,bà huệ đã bị kỷ_luật khiển_trách vào tháng 6 năm 2020 .,"Trong đó, năm 2020, bà Huệ bị kỷ luật khiển trách.","trong đó , năm 2020 , bà huệ bị kỷ_luật khiển_trách .","bà huệ đã bị kỷ_luật khiển_trách vào tháng 6 năm 2020 . trong đó , năm 2020 , bà huệ bị kỷ_luật khiển_trách ."
P5_lower_lexical,14,"Ông Nguyễn Hoài Nam sinh năm 1980 - đại diện Trung tâm Chuyển đổi số và Thống kê nông nghiệp kiến nghị Bộ Nông nghiệp và Phát triển nông thôn, cần xây dựng tài liệu hướng dẫn kết nối, chia sẻ dữ liệu và sớm ban hành bộ tiêu chí về truy xuất nguồn gốc, chuỗi cung ứng, hệ thống truy xuất nguồn gốc quốc gia cần được xây dựng, phát triển theo hướng kết nối, liên thông và tập trung tương tự như mô hình Cổng dịch vụ công quốc gia.","ông nguyễn_hoài_nam sinh năm 1980 - đại_diện trung_tâm chuyển_đổi số và thống_kê nông_nghiệp kiến_nghị bộ nông_nghiệp và phát_triển nông_thôn , cần xây_dựng tài_liệu hướng_dẫn kết_nối , chia_sẻ dữ_liệu và sớm ban_hành bộ tiêu_chí về truy_xuất nguồn_gốc , chuỗi cung_ứng , hệ_thống truy_xuất nguồn_gốc quốc_gia cần được xây_dựng , phát_triển theo hướng kết_nối , liên_thông và tập_trung tương_tự như mô_hình cổng dịch_vụ công quốc_gia .","ông Nam kiến nghị hệ thống truy xuất nguồn gốc quốc gia cần được xây dựng, phát triển theo hướng kết nối, liên thông và tập trung tương tự như mô hình Cổng dịch vụ công quốc gia. Bộ Nông nghiệp và Phát triển nông thôn, cần xây dựng tài liệu hướng dẫn kết nối, chia sẻ dữ liệu và sớm ban hành bộ tiêu chí về truy xuất nguồn gốc, chuỗi cung ứng","ông nam kiến_nghị hệ_thống truy_xuất nguồn_gốc quốc_gia cần được xây_dựng , phát_triển theo hướng kết_nối , liên_thông và tập_trung tương_tự như mô_hình cổng dịch_vụ công quốc_gia . bộ nông_nghiệp và phát_triển nông_thôn , cần xây_dựng tài_liệu hướng_dẫn kết_nối , chia_sẻ dữ_liệu và sớm ban_hành bộ tiêu_chí về truy_xuất nguồn_gốc , chuỗi cung_ứng","ông nguyễn_hoài_nam sinh năm 1980 - đại_diện trung_tâm chuyển_đổi số và thống_kê nông_nghiệp kiến_nghị bộ nông_nghiệp và phát_triển nông_thôn , cần xây_dựng tài_liệu hướng_dẫn kết_nối , chia_sẻ dữ_liệu và sớm ban_hành bộ tiêu_chí về truy_xuất nguồn_gốc , chuỗi cung_ứng , hệ_thống truy_xuất nguồn_gốc quốc_gia cần được xây_dựng , phát_triển theo hướng kết_nối , liên_thông và tập_trung tương_tự như mô_hình cổng dịch_vụ công quốc_gia . ông nam kiến_nghị hệ_thống truy_xuất nguồn_gốc quốc_gia cần được xây_dựng , phát_triển theo hướng kết_nối , liên_thông và tập_trung tương_tự như mô_hình cổng dịch_vụ công quốc_gia . bộ nông_nghiệp và phát_triển nông_thôn , cần xây_dựng tài_liệu hướng_dẫn kết_nối , chia_sẻ dữ_liệu và sớm ban_hành bộ tiêu_chí về truy_xuất nguồn_gốc , chuỗi cung_ứng"
P5_lower_lexical,15,Khi chung cư bị tiêu hủy thì các giấy tờ sở hữu chung cư vẫn còn hiệu lực.,khi chung_cư bị tiêu_hủy thì các giấy_tờ sở_hữu chung_cư vẫn còn hiệu_lực .,"Giải trình sau đó, về quy định sở hữu nhà chung cư như dự thảo, Bộ trưởng Bộ Xây dựng Nguyễn Thanh Nghị cho hay việc trình phương án này vì mục tiêu bảo vệ sức khỏe, tính mạng của nhân dân khi công trình mất an toàn, không đảm bảo điều kiện sử dụng. Ngoài ra, Bộ luật dân sự cũng có quy định các trường hợp chấm dứt quyền sở hữu tài sản, trong đó có tài sản bị tiêu hủy hay trường hợp khác do luật quy định. Đồng thời quy định trường hợp nhà chung cư bị tiêu hủy thì quyền chủ sở hữu thực hiện theo quy định của luật.","giải_trình sau đó , về quy_định sở_hữu nhà chung_cư như dự_thảo , bộ_trưởng bộ xây_dựng nguyễn_thanh_nghị cho_hay việc trình phương_án này vì mục_tiêu bảo_vệ sức_khỏe , tính_mạng của nhân_dân khi công_trình mất an_toàn , không đảm_bảo điều_kiện sử_dụng . ngoài_ra , bộ_luật dân_sự cũng có quy_định các trường_hợp chấm_dứt quyền_sở_hữu tài_sản , trong đó có tài_sản bị tiêu_hủy hay trường_hợp khác do luật quy_định . đồng_thời quy_định trường_hợp nhà chung_cư bị tiêu_hủy thì quyền chủ_sở_hữu thực_hiện theo quy_định của luật .","khi chung_cư bị tiêu_hủy thì các giấy_tờ sở_hữu chung_cư vẫn còn hiệu_lực . giải_trình sau đó , về quy_định sở_hữu nhà chung_cư như dự_thảo , bộ_trưởng bộ xây_dựng nguyễn_thanh_nghị cho_hay việc trình phương_án này vì mục_tiêu bảo_vệ sức_khỏe , tính_mạng của nhân_dân khi công_trình mất an_toàn , không đảm_bảo điều_kiện sử_dụng . ngoài_ra , bộ_luật dân_sự cũng có quy_định các trường_hợp chấm_dứt quyền_sở_hữu tài_sản , trong đó có tài_sản bị tiêu_hủy hay trường_hợp khác do luật quy_định . đồng_thời quy_định trường_hợp nhà chung_cư bị tiêu_hủy thì quyền chủ_sở_hữu thực_hiện theo quy_định của luật ."
P5_lower_lexical,16,"Sở Giáo dục và Đào tạo TP.HCM vừa có văn bản khẩn gửi các trường rà soát, tăng cường các biện pháp đảm bảo an toàn trường học.","sở giáo_dục và đào_tạo tp.hcm vừa có văn_bản khẩn_gửi các trường rà_soát , tăng_cường các biện_pháp đảm_bảo an_toàn trường_học .","Sở Giáo dục và Đào tạo TP Hồ Chí Minh đã có văn bản khẩn gửi đến các cơ sở giáo dục rà soát, chấn chỉnh công tác an toàn trường học tại các cơ sở giáo dục trên địa bàn TP Hồ Chí Minh.","sở giáo_dục và đào_tạo tp hồ chí_minh đã có văn_bản khẩn_gửi đến các cơ_sở giáo_dục rà_soát , chấn_chỉnh công_tác an_toàn trường_học tại các cơ_sở giáo_dục trên địa_bàn tp hồ chí_minh .","sở giáo_dục và đào_tạo tp.hcm vừa có văn_bản khẩn_gửi các trường rà_soát , tăng_cường các biện_pháp đảm_bảo an_toàn trường_học . sở giáo_dục và đào_tạo tp hồ chí_minh đã có văn_bản khẩn_gửi đến các cơ_sở giáo_dục rà_soát , chấn_chỉnh công_tác an_toàn trường_học tại các cơ_sở giáo_dục trên địa_bàn tp hồ chí_minh ."
P5_lower_lexical,17,"ICAO công bố dự báo trên song truyền hình VTV ngày 8/2 dự báo về sự phục hồi và tăng trưởng hoàn toàn, bền vững của nhu cầu hành khách hàng không năm 2023.","icao công_bố dự_báo trên song truyền_hình vtv ngày 8/2 dự_báo về sự phục_hồi và tăng_trưởng hoàn_toàn , bền_vững của nhu_cầu hành_khách_hàng không năm 2023 .","Ngày 8/2, ICAO công bố dự báo dự báo về sự phục hồi và tăng trưởng hoàn toàn, bền vững của nhu cầu hành khách hàng không năm 2023","ngày 8/2 , icao công_bố dự_báo dự_báo về sự phục_hồi và tăng_trưởng hoàn_toàn , bền_vững của nhu_cầu hành_khách_hàng không năm 2023","icao công_bố dự_báo trên song truyền_hình vtv ngày 8/2 dự_báo về sự phục_hồi và tăng_trưởng hoàn_toàn , bền_vững của nhu_cầu hành_khách_hàng không năm 2023 . ngày 8/2 , icao công_bố dự_báo dự_báo về sự phục_hồi và tăng_trưởng hoàn_toàn , bền_vững của nhu_cầu hành_khách_hàng không năm 2023"
P5_lower_lexical,18,"Bao gồm cả việc thanh sát hiện trường, giới hạn Nga và Mỹ chỉ được sở hữu không quá 1.650 đầu đạn hạt nhân được triển khai và yêu cầu một loạt bước xác nhận từ khi New START có hiệu lực vào năm 2011.","bao_gồm cả việc thanh_sát hiện_trường , giới_hạn nga và mỹ chỉ được sở_hữu không quá 1.650 đầu đạn hạt_nhân được triển_khai và yêu_cầu một loạt bước xác_nhận từ khi new start có hiệu_lực vào năm 2011 .","New START có hiệu lực vào năm 2011, giới hạn Nga và Mỹ chỉ được sở hữu không quá 1.550 đầu đạn hạt nhân được triển khai và yêu cầu một loạt bước xác nhận, bao gồm cả việc thanh sát hiện trường","new start có hiệu_lực vào năm 2011 , giới_hạn nga và mỹ chỉ được sở_hữu không quá 1.550 đầu đạn hạt_nhân được triển_khai và yêu_cầu một loạt bước xác_nhận , bao_gồm cả việc thanh_sát hiện_trường","bao_gồm cả việc thanh_sát hiện_trường , giới_hạn nga và mỹ chỉ được sở_hữu không quá 1.650 đầu đạn hạt_nhân được triển_khai và yêu_cầu một loạt bước xác_nhận từ khi new start có hiệu_lực vào năm 2011 . new start có hiệu_lực vào năm 2011 , giới_hạn nga và mỹ chỉ được sở_hữu không quá 1.550 đầu đạn hạt_nhân được triển_khai và yêu_cầu một loạt bước xác_nhận , bao_gồm cả việc thanh_sát hiện_trường"
P5_lower_lexical,19,"Anh NVT (41 tuổi, ngụ quận 3, TP.HCM) kể nhận được điện thoại báo con ngã bị chấn thương sọ não, anh T đã chuyển 10 triệu đồng cho đối tượng.","anh nvt ( 41 tuổi , ngụ quận 3 , tp.hcm ) kể nhận được điện_thoại báo con ngã bị chấn_thương sọ não , anh t đã chuyển 10 triệu đồng cho đối_tượng .","anh NVT (41 tuổi, ngụ quận 3, TP.HCM) kể nhận được điện thoại báo con ngã bị chấn thương sọ não anh T đã chuyển 50 triệu đồng cho đối tượng.","anh nvt ( 41 tuổi , ngụ quận 3 , tp.hcm ) kể nhận được điện_thoại báo con ngã bị chấn_thương sọ não anh t đã chuyển 50 triệu đồng cho đối_tượng .","anh nvt ( 41 tuổi , ngụ quận 3 , tp.hcm ) kể nhận được điện_thoại báo con ngã bị chấn_thương sọ não , anh t đã chuyển 10 triệu đồng cho đối_tượng . anh nvt ( 41 tuổi , ngụ quận 3 , tp.hcm ) kể nhận được điện_thoại báo con ngã bị chấn_thương sọ não anh t đã chuyển 50 triệu đồng cho đối_tượng ."
