gold_label,pred_label,statement,evidence,is_error,has_negation,is_long,has_close_numbers
Supported,Refuted,"Trong ngày quốc tang 18 và 19/9 để tri ân những người đã hi sinh trong vụ hỏa hoạn tại kho chứa nhiên liệu, hàng dài những người lính cứu hỏa, binh sĩ và cư dân thành phố Matanzas đã bất chấp thời tiết nắng nóng gay gắt, diễu hành chậm rãi để tiễn đưa và vính danh họ.","Những người lính cứu hỏa, binh sĩ và cư dân thành phố Matanzas tiễn đưa và vinh danh những người đã hy sinh trong vụ hỏa hoạn xảy ra tại kho chứa nhiên liệu bên vịnh Matanzas nắng nóng gay gắt, hàng dài những người lính cứu hỏa, binh sĩ và cư dân thành phố Matanzas đã diễu hành chậm rãi để tiễn đưa và vinh Bất chấp thời tiết danh những người đã hy sinh quốc tang và treo cờ rủ trong hai ngày 18 và 19/8 để tri ân những người đã ngã xuống khi làm nhiệm vụ trong thảm họa nói trên",True,False,True,False
NEI,Refuted,Ông Putin cũng cho rằng sẽ có những hình phạt thích đáng cho Mỹ về những hành động phá hoại đó.,"Tổng thống Putin chỉ tên nước đứng sau vụ nổ đường ống Nord Stream ""Nhà báo Mỹ, người đã trở nên nổi tiếng toàn thế giới, đã thực hiện cuộc điều tra và như chúng ta biết, rút ra kết luận rằng vụ nổ các đường ống khí đốt được tổ chức bởi lực lượng đặc nhiệm Mỹ. Tôi hoàn toàn đồng ý với kết luận đó"", ông Putin nói.",True,False,False,False
NEI,Supported,"Đã có thêm 14 bệnh nhân khỏi bệnh, đây là tin đáng mừng.","Trong ngày, có thêm 14 bệnh nhân được công bố khỏi bệnh, nâng tổng số ca được điều trị khỏi lên 10.614.875 ca.",True,False,False,True
NEI,Refuted,Cơ quan chức năng của Mỹ vừa thông báo phát hiện 11 thi thể trôi dạt trên biển trong đó có một số thi thể được xác định là người Việt nam dựa trên các giấy tờ tùy thân.,"các cơ quan chức năng Đài Loan (Trung Quốc) thông báo phát hiện 11 thi thể trôi dạt trên biển, trong đó có một số thi thể mang giấy tờ tùy thân Việt Nam",True,False,False,False
NEI,Refuted,"Nhóm cửa hàng flagship mang lại doanh thu cao hơn nhiều so với của hàng ki-ốt, đặc biệt là nhóm flagship tại thành phố Hồ Chí Minh.","Phúc Long đã dừng mở rộng mô hình mini mà tập trung vào các cửa hàng đại diện thương hiệu (flagship). Kết quả năm 2022, nhóm cửa hàng flagship đóng góp lớn vào doanh thu Phúc Long: đạt hơn 1.100 tỉ đồng/1.579 tỉ đồng doanh thu; lợi nhuận 330 tỉ đồng/195 tỉ đồng toàn chuỗi. Tức là, phần đóng góp của mô hình ki-ốt vào lợi nhuận có thể là con số âm.",True,False,False,False
Supported,NEI,"Công văn 819/LĐTBXH-QLLĐNN do Bộ Lao động Thương binh và Xã hội ban hành nhằm tạo cơ hội việc làm cho lao động địa phương trong các ngành công nghiệp chế tạo, xây dựng và cơ khí.","Với ngành sản xuất chế tạo và xây dựng, người lao động đang đăng ký thường trú tại các địa phương không tạm dừng tuyển chọn theo Công văn số 819/LĐTBXH-QLLĐNN ngày 8/3/2023 của Bộ LĐTB&XH.",True,True,False,False
Refuted,Supported,"Vì lý do vắng mặt nhiều công tố viên, Hội đồng xét xử đã quyết định hoãn phiên tòa sau phần làm thủ tục thẩm tra tại phiên tòa.",Hội đồng xét xử đã quyết định hoãn phiên tòa vì lý do vắng mặt nhiều luật sư bào chữa cho các bị cáo sau phần làm thủ tục thẩm tra tại phiên tòa,True,False,False,False
Supported,NEI,"Bộ Chính trị cho rằng, đổi mới và phát triển chính sách xã hội là chủ trương xuyên suốt, nhất quán của Đảng, Nhà nước và trong hơn 35 năm đổi mới, nhất là trong 10 năm thực hiện Nghị quyết Trung ương 5 khóa XI, chủ trương xuyên suốt, nhất quán của Đảng, Nhà nước là đổi mới và phát triển chính sách xã hội.","đổi mới và phát triển chính sách xã hội là chủ trương xuyên suốt, nhất quán của Đảng, Nhà nước Theo Bộ Chính trị Theo Bộ Chính trị trong hơn 35 năm đổi mới, nhất là trong 10 năm thực hiện Nghị quyết Trung ương 5 khóa XI,",True,False,False,False
Supported,Refuted,"Israel đang gửi viện trợ nhân đạo và hệ thống phòng thủ cho Ukraine, nhưng không gửi vũ khí chiến đấu.","Thay vì cấp vũ khí chiến đấu, Tel Aviv đang cố gắng gửi viện trợ nhân đạo và các hệ thống phòng thủ cho Kiev",True,True,False,False
Supported,Refuted,Hà Nội được gợi ý là 1 trong 5 địa điểm an toàn cho phụ nữ đi du lịch một mình trong thực trạng bài Á những năm gần đây.,"Tripzilla, chuyên trang du lịch trực tuyến hàng đầu Đông Nam Á, gợi ý 5 điểm đến an toàn nhất khu vực dành cho phụ nữ đi du lịch một mình. Thủ đô Hà Nội, đại diện duy nhất của Việt Nam, được nhắc đến đầu tiên.",True,False,False,False
NEI,Refuted,Bản sao của bộ xương hóa thách được tìm thấy sau khoảng 10 năm khai quật.,"bản sao bộ xương hóa thạch của một trong 6 con titanosaur được tìm thấy sau khi một nông dân ở vùng Argentina phát hiện ra một xương đùi khổng lồ nhô ra khỏi mặt đất vào năm 2010, dẫn đến quá trình khai quật kéo dài nhiều năm.",True,False,False,False
NEI,Supported,"Cờ Đảng không đạt chuẩn, bị hỏng, bạc màu ở nơi công cộng, trung tâm cần được người đứng đầu, thủ trưởng cơ quan, đơn vị thường xuyên chỉ đạo rà soát, thu hồi và thay thế Đảng kỳ để không làm xấu đi hình ảnh Đảng và nước Việt Nam.","Người đứng đầu, thủ trưởng cơ quan, đơn vị thường xuyên chỉ đạo rà soát, thu hồi cờ Đảng không đạt chuẩn, bị hỏng Kịp thời thu hồi, thay thế Đảng kỳ không đúng quy cách, bị hỏng, bạc màu, nhất là ở những nơi công cộng, khu trung tâm;",True,True,False,False
Supported,Refuted,"Chiếc Porsche tiếp tục va chạm với hai xe máy khác khiến họ bị thương nhẹ, tài xế không bị thương.","Chiếc Porsche tiếp tục va chạm với hai xe máy khiến hai người bị thương nhẹ, Tài xế không bị thương",True,True,False,False
NEI,Refuted,Giám đốc bộ phận khẩn cấp của WHO cho hay số ca mắc mới và tử vong vì COVID-19 đã giảm đi 39%.,"Giám đốc bộ phận khẩn cấp của WHO, ông Michael Ryan cho biết số ca mắc mới và tử vong vì COVID-19 đang có xu hướng giảm, tuy nhiên con số này hiện vẫn ở còn ở mức cao.",True,False,False,False
Refuted,NEI,Chuyên gia buôn vàng cho biết khối vàng mà người đàn ông tìm được là vàng giả.,"Chuyên gia buôn vàng Darren Kamp cho biết khối vàng trên thực tế chứa đến 2,6 kg vàng",True,False,False,False
NEI,Refuted,"Trung tâm đăng kiểm 60.05D ban đầu nằm ở đường Võ Thị Sáu, sau dời về số 370/2A đường Võ Nguyên Giáp.","Ngày 27/3, Trung tâm đăng kiểm xe cơ giới 60.05D (số 370/2A đường Võ Nguyên Giáp, phường Phước Tân, TP Biên Hòa, Đồng Nai)",True,False,False,False
